ID,Outstanding _principal,Prime,Joint,PV,ABP,DP,12_mo_inquires,Rev_over_90,Auto_App,BA_V,Grade,IDA,BK,Deceased,BA_change_pre _issue,BA_change_post_issue,Days_between_issue_default,Recovered
912,14581.19,1,0,3,0,0,0,0,0,0,E,736,1,0,0,1,139,0
913,13810.53,0,0,0,0,0,0,0,0,0,G,474,0,0,0,0,174,0
914,8888.9,1,0,2,0,0,0,0,1,0,C,482,0,0,0,1,112,1
915,13217.99,0,0,2,0,0,0,0,0,0,G,500,0,0,0,1,140,0
916,19023.48,1,0,1,0,0,0,0,0,0,D,447,0,0,0,0,211,0
917,19349.75,1,0,2,0,0,0,0,0,0,F,560,0,0,0,1,173,0
918,8823.07,0,0,2,0,0,0,0,1,0,G,262,0,0,0,0,210,0
919,10168.6,1,0,2,0,0,0,0,0,0,A,356,0,0,0,0,142,0
920,6762.26,0,0,0,0,0,0,0,0,0,F,437,0,0,0,0,201,0
921,3544.9,0,0,2,0,0,1,0,0,0,G,489,0,0,0,1,118,0
922,9554.68,1,0,3,0,0,0,0,0,0,B,263,0,0,0,0,203,0
923,4237.69,1,0,0,0,0,0,0,0,0,C,324,0,0,0,0,201,0
924,18588.27,1,0,3,0,0,0,0,0,0,F,610,0,0,0,1,113,0
925,17523.58,1,0,0,0,0,0,0,0,0,E,506,0,0,0,0,142,0
926,9289.67,0,0,2,0,0,0,0,0,0,G,572,0,0,0,1,173,0
927,13626.83,0,0,3,0,0,0,0,0,0,F,497,0,0,0,0,144,0
928,22694.44,1,0,2,0,0,0,0,0,0,E,335,0,0,0,0,83,1
929,23326.42,1,0,0,0,0,0,0,0,0,E,217,1,0,0,0,139,0
930,9622.24,1,0,3,0,0,1,0,0,0,E,664,0,0,0,1,173,0
931,18572.19,0,0,2,0,0,0,1,0,0,G,309,0,0,0,1,172,0
932,14769.87,0,1,0,0,0,0,0,0,0,G,275,0,0,0,1,63,0
933,11688.79,1,0,2,0,0,0,1,0,0,G,579,0,0,0,0,109,0
934,14742.44,0,0,3,0,0,1,0,0,0,G,492,0,0,0,0,81,0
935,8617.93,0,0,2,0,0,0,0,0,0,F,432,0,0,0,1,173,0
936,5328.37,1,0,2,0,0,0,1,0,0,C,498,0,0,0,1,115,1
937,26602.73,1,0,2,0,0,0,0,1,0,C,181,0,0,0,1,54,1
938,16298.75,0,0,3,0,0,0,1,0,0,F,202,0,0,0,0,197,0
939,10931.34,0,0,3,0,0,0,0,0,0,F,739,0,0,0,0,142,0
940,4925.7,0,0,3,0,0,0,0,0,0,G,339,0,0,0,0,172,1
941,31176.58,1,0,2,0,0,0,0,0,0,D,461,0,0,0,1,97,1
942,4117.92,0,0,2,1,0,0,0,0,0,G,472,0,0,0,1,113,1
943,9611.09,0,0,2,1,0,1,0,0,0,E,413,0,0,0,0,81,0
944,19319.85,0,0,0,1,0,0,0,0,0,F,386,0,0,0,0,173,1
945,23834.28,1,0,2,0,0,0,0,0,0,C,310,0,0,0,0,185,0
946,1965.65,0,0,2,0,0,0,0,0,0,G,342,0,0,0,0,80,0
947,8680.27,0,0,3,0,0,0,1,0,0,G,675,0,0,0,0,108,0
948,17957.56,0,0,0,0,0,0,0,0,0,E,482,0,0,0,0,112,0
949,747.88,1,0,3,0,0,0,0,0,0,E,531,0,0,0,1,93,1
950,5480.71,1,0,2,0,0,1,0,0,0,D,382,0,0,0,0,158,0
951,9387.7,1,0,2,0,0,0,0,0,0,C,281,0,0,0,0,203,0
952,14389.03,0,0,3,0,0,0,0,0,0,E,392,0,0,0,1,142,1
953,4716.17,0,0,2,0,0,0,1,0,0,G,344,0,0,0,0,83,0
954,9985.19,0,0,2,0,0,0,0,1,0,G,395,0,0,0,0,139,1
955,9652.15,0,0,3,0,0,1,0,0,0,G,317,0,0,0,0,112,0
956,3231.82,1,0,3,0,0,0,0,0,0,D,642,0,0,0,1,56,1
957,5777.59,0,0,3,0,0,0,0,0,0,F,474,0,0,0,0,113,0
958,14328.47,0,0,0,0,0,0,0,0,0,G,492,0,0,0,0,78,0
959,5701.58,1,0,2,1,0,0,0,1,0,C,448,0,0,0,1,173,1
960,4550.37,0,0,2,0,0,0,0,0,0,G,413,0,0,0,0,122,1
961,33386.01,1,0,2,0,0,0,0,0,0,C,704,0,0,0,1,119,0
962,18189.11,1,0,3,1,0,0,1,0,0,C,581,0,0,0,0,53,1
963,25367.29,1,0,0,0,0,0,1,0,0,D,539,0,0,0,0,111,0
964,18420.21,0,0,2,0,0,0,0,0,0,F,503,0,0,0,0,174,0
965,13562.13,0,1,0,0,0,0,1,0,0,F,426,1,0,0,1,201,0
966,3513.49,0,0,2,0,0,0,0,1,0,F,449,0,0,0,0,127,0
967,5910.13,1,0,2,0,0,0,0,1,0,A,505,0,0,0,0,142,1
968,7240.46,1,0,3,0,0,0,0,0,0,B,524,0,0,0,0,175,0
969,4524.17,0,0,2,0,0,0,1,0,0,F,599,0,0,0,0,159,1
970,14742.44,0,0,0,0,0,0,0,0,0,G,483,0,0,0,0,81,0
971,6358.51,0,0,2,0,0,0,0,0,0,F,400,0,0,0,0,47,0
972,13617.37,0,0,0,0,0,0,0,0,0,G,585,0,0,0,1,153,1
973,15585.95,1,0,0,0,0,0,0,0,0,E,537,0,0,0,1,139,0
974,2121.85,0,0,2,0,0,0,0,0,0,F,282,0,0,0,0,82,1
975,4487.43,0,0,2,0,0,0,1,0,0,E,483,0,0,0,0,202,1
976,14736.81,0,1,3,0,0,0,1,0,0,G,692,0,0,0,0,81,0
977,7235.12,1,0,2,0,0,0,0,0,0,B,305,0,0,0,0,181,0
978,5555.56,0,0,3,0,0,0,1,0,0,G,339,0,0,0,0,181,0
979,7245.6,0,0,2,0,0,0,1,1,0,G,590,0,0,0,0,81,0
980,4826.08,0,0,3,0,0,0,0,0,0,G,383,0,0,0,0,105,0
981,2444.14,1,0,3,0,0,0,0,0,0,C,360,0,0,0,0,93,0
982,16896.3,1,0,1,0,0,0,0,0,0,D,396,0,0,0,0,142,1
983,6000,0,1,3,0,0,0,1,0,0,G,504,0,0,0,0,50,0
984,1811.84,0,0,2,0,0,0,0,0,0,F,385,0,0,0,1,50,1
985,10845.16,1,0,1,0,0,0,0,0,0,E,411,0,0,0,0,111,0
986,2557.82,0,0,2,0,0,0,1,0,0,G,393,0,0,0,0,111,0
987,8157.02,1,0,3,0,0,0,0,0,0,B,268,0,0,0,1,83,0
988,7500,1,0,3,0,0,0,0,0,0,C,603,0,0,0,0,53,0
989,3471.56,1,0,3,1,0,1,0,0,0,E,715,0,0,0,0,192,1
990,32042.77,1,0,0,0,0,0,0,0,0,C,546,0,0,0,0,82,0
991,28601.12,1,0,1,0,0,1,0,0,0,C,192,0,0,0,0,173,0
992,7327.41,1,0,2,0,0,0,0,0,0,D,427,0,0,0,0,175,0
993,3355.78,1,0,2,0,0,0,0,0,0,C,510,0,0,0,0,142,0
994,4862.85,1,0,2,0,0,0,0,0,0,E,310,0,0,0,0,182,0
995,2838.13,0,0,2,0,0,0,0,0,0,G,308,0,0,0,0,143,0
996,15979.74,1,0,3,0,0,0,0,0,0,D,352,0,0,0,0,206,0
997,4643.05,0,0,3,0,0,0,0,0,0,G,416,0,0,0,0,158,0
998,2772.76,1,0,2,0,0,0,0,0,0,C,489,0,0,0,1,203,0
999,16000,1,0,3,0,0,0,0,0,1,D,710,0,0,0,1,49,0
1000,22538.81,1,0,2,1,0,0,0,0,0,C,489,0,0,0,0,144,1
1001,28696.54,1,0,3,0,0,0,0,0,0,E,505,0,0,0,1,84,0
1002,7166.2,0,0,0,0,0,0,1,0,0,F,422,0,0,0,1,98,0
1003,23472.88,1,0,0,0,0,0,0,0,0,C,547,0,0,0,0,81,0
1004,880.72,1,0,2,0,0,0,0,1,0,B,408,0,0,0,0,204,0
1005,2712.43,0,0,2,0,0,0,0,0,0,F,409,0,0,0,0,198,0
1006,5235.12,0,0,2,0,0,0,0,1,0,G,371,0,0,0,0,143,1
1007,3251.75,0,0,2,0,0,0,0,1,0,G,340,0,0,0,0,113,1
1008,14600.17,0,0,2,0,0,0,0,0,0,F,441,0,0,0,0,142,1
1009,4404.93,1,0,2,0,0,0,0,1,0,B,386,0,0,0,0,152,1
1010,5667.59,0,0,2,0,0,0,0,0,0,F,652,0,0,0,0,139,0
1011,6118.18,0,0,3,0,0,0,0,0,0,F,248,0,0,0,0,113,0
1012,9210.51,1,0,3,0,0,0,0,0,0,E,556,0,0,0,0,180,0
1013,4735.73,0,0,0,0,0,0,0,0,0,G,443,0,0,0,0,140,0
1014,1813.42,0,0,2,0,0,0,0,0,0,F,484,0,0,0,0,84,1
1015,5809.51,1,0,2,1,0,0,0,1,0,B,282,0,0,0,0,99,0
1016,5242.01,0,0,2,0,0,0,0,1,0,E,414,0,0,0,0,173,1
1017,18665.01,1,0,2,0,0,0,0,0,0,C,295,0,0,0,0,143,0
1018,8644.06,1,0,2,0,0,0,0,0,0,C,137,0,0,0,0,142,1
1019,33129.46,1,0,2,0,0,0,0,0,0,F,382,0,0,0,0,203,0
1020,4082.98,1,0,0,0,0,0,1,0,0,E,334,0,0,0,1,52,1
1021,26916.09,1,0,3,1,0,0,0,0,0,D,664,0,0,0,0,174,0
1022,7717.52,0,0,2,0,0,0,0,0,0,E,577,0,0,0,0,173,0
1023,2880.49,1,0,0,0,0,0,0,0,0,E,286,0,0,0,0,124,1
1024,18074.43,1,0,1,0,0,0,0,0,0,B,415,0,0,0,0,175,0
1025,8342.94,1,0,1,0,0,1,0,0,0,F,255,1,0,0,0,91,0
1026,105.14,1,0,0,0,0,0,0,0,0,C,376,0,0,0,1,91,1
1027,5077.78,0,0,2,0,0,1,0,1,0,G,319,0,0,0,1,153,0
1028,20287.77,1,0,2,1,0,0,0,1,0,C,566,0,0,0,0,168,0
1029,26982.26,1,0,2,1,0,0,0,1,0,C,326,0,0,0,0,171,1
1030,18483.52,0,0,2,0,0,0,0,0,0,F,159,0,0,0,0,173,0
1031,12000,1,0,0,0,0,0,0,0,0,D,285,0,0,0,0,50,0
1032,13463.65,1,0,2,0,0,0,0,0,0,E,586,0,0,0,0,202,0
1033,4854.1,0,0,2,0,0,1,0,0,0,G,477,0,0,0,0,144,0
1034,4900.46,1,0,0,0,0,0,0,0,0,D,360,0,0,0,0,201,0
1035,2821.54,0,0,0,0,0,0,0,0,0,E,462,0,0,0,1,139,0
1036,8841.08,0,0,2,0,0,0,1,1,0,F,359,0,0,0,1,173,1
1037,11480.59,1,0,0,0,0,0,0,0,0,D,356,0,0,0,1,109,0
1038,5746.13,1,0,3,0,0,0,1,0,0,D,716,0,0,0,0,62,1
1039,4366.06,0,0,2,0,0,0,1,1,0,G,578,0,0,0,0,201,0
1040,14207.18,0,0,2,0,0,0,0,0,0,G,326,0,0,0,0,161,0
1041,6539.73,0,0,0,0,0,0,1,0,0,G,445,0,0,0,1,82,1
1042,5132.78,1,0,1,1,0,0,0,0,0,B,402,0,0,0,0,50,1
1043,30373.9,1,0,2,0,0,0,0,1,0,D,344,0,0,0,0,201,0
1044,15661.51,1,0,3,0,0,0,0,0,0,D,559,0,0,0,0,81,0
1045,7635.61,1,0,3,0,0,0,0,0,0,C,652,0,0,0,0,173,0
1046,4682.71,1,0,2,0,0,1,0,0,0,B,521,0,0,0,0,112,0
1047,19006.3,1,0,1,0,0,0,0,0,0,B,431,0,0,0,1,198,0
1048,12760.2,1,0,1,0,0,0,0,0,0,D,385,0,0,0,0,152,0
1049,898.87,0,0,3,0,0,0,0,0,0,E,297,0,0,0,1,201,0
1050,33560.01,1,1,0,0,0,0,0,0,0,D,368,0,0,0,0,111,0
1051,19629.45,1,1,3,0,0,0,0,0,0,E,499,0,0,0,0,175,0
1052,19193.72,1,0,2,0,0,0,0,1,0,D,284,0,0,0,0,172,0
1053,16748.26,1,0,2,0,0,0,0,1,0,C,602,0,0,0,0,112,0
1054,18269.09,1,0,0,0,0,0,0,0,0,D,477,0,0,0,0,208,0
1055,19215.46,0,0,2,0,0,0,0,1,0,F,419,0,0,0,0,176,0
1056,9257.1,0,0,2,0,0,0,0,0,0,F,472,0,0,0,0,119,0
1057,18552.47,0,0,0,0,0,0,0,0,0,G,586,0,0,0,0,109,0
1058,27593.01,1,0,3,0,0,0,0,0,0,F,635,0,0,0,0,140,1
1059,23792.52,1,0,2,0,0,0,0,0,0,E,356,0,0,0,0,81,0
1060,11510.08,1,0,2,0,0,0,0,0,0,F,603,0,0,0,1,52,1
1061,3696.7,0,0,2,0,0,0,1,0,0,F,554,0,0,0,0,169,0
1062,37124.28,1,0,3,0,0,0,0,0,0,B,476,0,0,1,0,142,0
1063,6650,0,0,2,0,0,0,0,0,0,F,459,0,0,0,0,47,0
1064,2971.54,0,0,3,1,0,0,0,0,0,G,622,0,0,0,0,181,0
1065,16697.15,1,0,1,0,0,0,0,0,0,D,493,0,0,0,0,109,0
1066,13358.7,0,0,2,0,0,0,0,0,0,G,475,0,0,0,0,173,1
1067,18101.23,1,0,2,0,0,0,0,1,0,B,579,0,0,0,0,168,0
1068,10038.84,1,0,2,0,0,0,0,0,0,B,559,0,0,0,0,194,0
1069,5428.56,0,0,2,0,0,0,0,1,0,F,312,0,0,0,1,127,1
1070,14721.94,1,0,2,0,0,0,0,0,0,E,275,0,0,0,0,111,0
1071,14786.82,0,0,3,1,0,0,0,0,0,F,620,0,0,0,0,173,0
1072,1910.08,1,0,3,0,0,0,0,0,0,C,491,0,0,0,0,108,0
1073,34406.87,1,0,3,1,0,0,0,0,1,E,352,0,0,0,0,50,0
1074,7428.87,0,0,3,1,0,0,0,0,0,G,684,1,0,0,0,178,0
1075,19269.91,0,0,3,0,0,0,0,0,0,F,560,0,0,0,0,111,0
1076,34073.65,1,0,2,1,0,0,0,1,0,E,576,0,0,0,1,149,0
1077,10617.35,0,0,0,1,0,0,0,0,0,G,370,0,0,0,0,111,0
1078,23789.23,1,0,1,0,0,0,0,0,0,B,288,1,0,0,0,109,0
1079,14109.09,1,1,0,0,0,0,0,0,0,C,599,0,0,0,1,185,0
1080,33346.69,1,0,2,0,0,0,0,0,0,C,264,0,0,0,0,167,0
1081,7979.69,1,0,3,0,0,0,0,0,0,C,693,0,0,0,0,173,0
1082,8683.11,0,0,2,0,0,0,0,0,0,F,267,0,0,0,0,84,1
1083,28159.65,1,0,0,1,0,0,0,0,0,F,553,0,0,0,0,114,0
1084,6369.87,1,0,3,0,0,0,0,0,0,D,657,0,0,0,1,52,0
1085,18817.26,1,0,2,0,0,0,0,1,0,F,371,1,0,0,0,90,0
1086,11090.11,0,0,2,0,0,0,1,0,0,F,470,0,0,0,0,173,0
1087,10440.99,1,0,2,0,0,0,1,0,0,D,424,0,0,0,1,197,0
1088,8000,0,0,0,0,0,0,0,0,0,E,295,0,0,0,0,47,0
1089,14154.16,1,0,2,0,0,0,0,0,0,E,391,0,0,0,0,111,0
1090,9551.56,0,0,2,0,0,0,1,0,0,G,500,0,0,0,0,109,0
1091,8602.08,1,0,2,0,0,0,0,0,0,C,252,0,0,0,0,112,0
1092,7631.08,1,0,2,0,0,0,0,0,0,C,376,0,0,0,0,116,0
1093,13371.98,0,0,3,0,0,0,0,0,1,G,298,1,0,0,0,174,0
1094,2442.66,1,0,1,0,0,1,0,0,0,C,376,0,0,0,1,47,1
1095,25581.35,1,0,2,0,0,0,0,1,0,F,222,0,0,0,0,53,0
1096,15893.61,0,0,2,0,0,0,1,1,0,G,340,0,0,0,0,143,0
1097,14187.46,0,0,0,0,0,0,0,0,0,G,417,0,0,0,0,142,0
1098,18013.34,0,0,2,0,0,0,0,1,0,F,691,0,0,0,1,147,0
1099,14358.22,0,0,2,0,0,0,1,0,0,F,303,0,0,0,0,143,1
1100,12000,0,0,2,0,0,0,1,0,0,G,387,0,0,0,0,47,0
1101,13877.2,1,0,2,0,0,0,0,0,0,E,349,0,0,0,0,98,0
1102,19611.07,0,0,2,0,0,0,0,0,0,E,319,0,0,0,0,97,0
1103,9557.88,1,0,3,0,0,0,0,0,0,C,543,0,0,0,0,109,0
1104,6179.95,1,0,2,0,0,1,0,0,0,C,348,0,0,0,0,202,0
1105,5401.86,1,0,3,0,0,0,0,0,0,A,369,0,0,0,0,174,0
1106,17838.66,0,0,2,0,0,0,0,1,0,E,217,0,0,0,0,110,1
1107,6433.96,0,0,2,0,0,0,0,1,0,E,448,0,0,0,0,89,1
1108,22829.05,1,0,0,0,0,0,0,0,0,B,262,0,0,0,0,112,0
1109,8484.83,0,1,3,0,0,0,0,0,0,G,432,0,0,0,0,202,0
1110,9000,1,0,3,1,0,0,0,0,0,E,673,0,0,0,0,52,0
1111,29692.01,1,0,2,0,0,0,0,0,0,C,318,0,0,0,0,52,0
1112,11143.32,0,0,2,0,0,0,0,0,0,G,155,0,0,0,0,177,0
1113,4489.25,0,0,2,0,0,0,0,1,0,E,343,0,0,0,1,113,1
1114,9700.14,1,0,0,0,0,0,0,0,0,D,405,0,0,0,0,142,0
1115,10545.3,0,0,2,0,0,0,0,0,0,G,489,1,0,0,0,147,0
1116,14152.74,0,0,3,0,0,1,0,0,0,G,584,0,0,0,0,83,0
1117,2529.06,1,0,0,0,0,0,0,0,0,C,532,0,0,0,0,117,0
1118,4766.03,0,0,0,0,0,0,0,0,0,G,456,0,0,0,0,201,0
1119,11147.42,0,0,2,0,0,0,0,0,0,G,174,0,0,0,0,201,0
1120,28724.09,1,0,3,0,0,0,0,0,0,D,398,0,0,0,0,179,0
1121,29666.11,1,0,3,0,0,1,0,0,0,B,346,0,0,0,1,139,0
1122,6440.37,1,0,2,1,0,1,0,0,0,D,554,0,0,0,0,50,1
1123,8388.29,0,0,3,0,0,0,0,0,0,G,413,0,0,0,1,174,0
1124,964.46,0,0,2,0,0,0,0,0,0,G,427,0,0,0,1,113,1
1125,4901.23,0,0,0,0,0,0,0,0,0,E,614,0,0,0,0,87,0
1126,6577.42,0,0,3,0,0,0,0,0,0,E,247,0,0,0,0,183,0
1127,5816.19,0,0,3,0,0,0,0,0,0,G,488,0,0,0,0,175,0
1128,14170.82,0,0,2,0,0,0,0,0,0,G,458,0,0,0,0,84,0
1129,2974.83,0,0,2,0,0,0,0,1,0,G,422,0,0,0,1,112,1
1130,12000,0,0,3,0,0,1,0,0,0,G,683,0,0,0,1,47,0
1131,2715.18,0,0,2,0,0,0,0,1,0,F,321,0,0,0,0,112,1
1132,8705.44,1,0,2,0,0,0,0,1,0,A,265,0,0,0,1,142,1
1133,18483.52,0,0,2,0,0,0,0,1,0,F,219,0,0,0,0,173,0
1134,8849.98,1,0,3,1,0,0,0,0,0,C,596,0,0,0,0,48,1
1135,8975,0,0,2,0,0,0,0,0,0,G,392,0,0,0,0,59,0
1136,9538.86,1,0,2,1,0,0,0,0,0,C,317,0,0,0,0,118,0
1137,15220.65,1,0,3,0,0,0,0,0,0,E,651,0,0,0,0,143,0
1138,2826.04,1,0,2,0,0,0,0,0,0,E,460,0,0,0,0,143,0
1139,19470.63,1,0,2,0,0,0,0,0,0,E,490,0,0,0,0,145,0
1140,2500,1,0,3,0,0,0,0,0,1,B,602,0,0,0,1,54,0
1141,18609.2,1,0,3,0,0,0,0,1,0,C,311,0,0,0,0,142,0
1142,10000,1,0,2,0,0,1,0,0,0,C,486,0,0,0,0,53,0
1143,11573.67,0,0,2,0,0,0,0,0,0,G,486,0,0,0,0,111,0
1144,5818.2,0,0,3,0,0,0,1,0,0,G,569,0,0,0,1,142,0
1145,21397.39,1,0,3,0,0,0,0,0,0,E,350,0,0,0,0,113,1
1146,16805.96,0,0,2,0,0,0,1,0,0,F,468,0,0,0,0,180,0
1147,7118.63,0,0,2,1,0,0,0,1,0,F,586,0,0,0,0,104,1
1148,3020.04,0,0,3,0,0,0,0,0,0,F,462,0,0,0,0,144,0
1149,3250.11,0,0,2,0,0,0,0,0,0,G,525,0,0,0,0,172,0
1150,3071.33,0,0,2,0,0,0,0,0,0,G,519,0,0,0,0,86,0
1151,7432.23,0,0,2,0,0,1,0,1,0,G,346,0,0,0,0,173,0
1152,13568.74,0,0,2,0,0,0,0,0,0,F,480,0,0,0,1,111,1
1153,7206.5,0,0,2,0,0,1,0,0,0,G,362,0,0,0,0,180,0
1154,13753.31,0,0,2,1,0,0,0,0,0,G,609,0,0,0,0,87,0
1155,31561.36,1,0,2,0,0,0,0,0,0,E,509,0,0,0,0,168,1
1156,1784.14,1,0,1,0,0,0,0,0,0,D,647,0,0,0,0,171,1
1157,13420.22,1,0,1,0,0,0,0,0,0,D,159,0,0,0,0,185,0
1158,2929.81,1,0,2,0,0,1,0,0,0,B,399,0,0,0,0,83,0
1159,8341.92,0,0,2,0,0,0,0,0,0,G,407,0,0,0,0,173,0
1160,7417.58,1,0,2,0,0,0,0,1,0,C,172,0,0,0,0,155,1
1161,14637.29,0,0,0,0,0,0,0,0,0,G,267,0,0,0,0,83,0
1162,4687.32,1,0,0,0,0,0,0,0,0,D,592,0,0,0,0,142,0
1163,2712.43,0,0,2,0,0,0,0,1,0,F,194,0,0,0,0,197,1
1164,14645.11,1,0,0,0,0,0,0,0,0,C,531,0,0,0,0,125,0
1165,8982.52,0,0,2,0,0,0,0,0,0,E,403,0,0,0,1,64,0
1166,3315.61,0,0,2,0,0,0,0,0,0,F,563,0,0,0,1,173,0
1167,19547.14,0,0,2,0,0,0,1,1,0,G,259,0,0,0,0,142,1
1168,14315.5,1,0,0,0,0,0,0,0,0,C,519,0,0,0,0,108,0
1169,13617.38,0,0,2,0,0,0,0,0,0,G,345,0,0,0,0,143,1
1170,28945.13,1,0,2,0,0,0,0,0,0,E,307,0,0,0,0,173,0
1171,5088.37,0,0,2,1,0,0,0,1,0,F,241,0,0,0,0,108,0
1172,4451.03,0,0,2,0,0,0,0,0,0,F,324,0,0,0,1,153,1
1173,4004,1,0,3,0,0,0,0,0,0,D,566,0,0,0,1,151,1
1174,2655.82,1,0,3,0,0,0,0,0,0,C,583,0,0,0,1,89,1
1175,7270.15,0,1,3,0,0,0,0,0,0,G,419,0,0,0,0,81,0
1176,9437.7,0,0,0,1,0,0,0,0,0,F,617,0,0,0,0,155,0
1177,5884.58,1,0,0,0,0,1,0,0,0,E,347,0,0,0,1,81,0
1178,8965.81,0,0,3,0,0,0,0,0,0,F,406,0,0,0,0,154,0
1179,3234.62,0,0,2,0,0,0,0,0,0,F,471,0,0,0,0,180,0
1180,19077.72,1,0,2,0,0,0,0,1,0,C,408,0,0,0,0,113,0
1181,21121.65,1,0,2,0,0,0,0,0,0,C,425,0,0,0,0,139,1
1182,7023.26,1,0,2,0,0,0,0,0,0,E,452,0,0,0,0,201,0
1183,4120.06,0,0,0,0,0,0,0,0,0,G,628,0,0,0,0,145,0
1184,9762.44,1,0,2,0,0,0,0,0,0,B,309,0,0,0,0,81,0
1185,13323.87,0,0,2,0,0,0,0,1,0,F,534,0,0,0,0,180,0
1186,6967.3,1,0,2,0,0,0,0,0,0,B,479,0,0,0,0,175,0
1187,14742.44,0,0,2,0,0,0,1,0,0,G,249,0,0,0,0,87,0
1188,4643.05,0,0,2,0,0,0,0,0,0,G,497,0,0,0,0,172,1
1189,12708.91,0,0,3,0,0,0,0,0,0,G,612,0,0,0,1,172,0
1190,2700.75,0,0,2,0,0,0,0,0,0,F,185,0,0,0,0,190,0
1191,12000,1,0,3,0,0,0,0,0,0,B,636,0,0,0,1,53,0
1192,6229.42,1,0,2,0,0,0,0,0,0,D,375,0,0,0,0,81,1
1193,25000,1,0,0,0,0,0,0,0,0,E,382,0,0,0,0,47,0
1194,4615.98,0,0,2,0,0,0,0,0,0,G,430,0,0,0,0,144,0
1195,4622.06,0,0,2,0,0,0,1,0,0,F,260,0,0,0,0,109,0
1196,3294.73,0,0,3,0,0,0,0,0,1,F,547,0,0,0,0,142,0
1197,12000,1,0,2,0,0,0,0,1,0,A,401,0,0,0,0,48,0
1198,5460.31,0,0,3,0,0,0,1,0,1,G,415,0,0,1,0,174,1
1199,15688.14,1,0,2,0,0,0,0,0,0,F,282,0,0,0,1,142,1
1200,14464.89,0,0,3,0,0,0,1,0,1,G,300,0,0,0,0,112,0
1201,11542.52,0,0,2,0,0,0,1,0,0,F,187,0,0,0,0,109,0
1202,9078.84,0,0,2,0,0,0,0,0,0,G,369,0,0,0,1,143,0
1203,11581.55,1,0,1,0,0,0,0,0,0,E,470,0,0,0,0,182,0
1204,14478.22,0,0,2,0,0,0,0,0,0,G,408,0,0,0,0,109,0
1205,8589.29,1,0,0,0,0,0,0,0,0,C,268,0,0,0,0,111,0
1206,10828.43,1,0,2,0,0,0,0,0,0,B,369,0,0,0,0,172,0
1207,24431.8,1,0,2,0,0,0,0,1,0,C,389,0,0,0,0,114,0
1208,2104.82,0,0,2,0,0,0,0,0,0,G,508,0,0,0,1,52,1
1209,5378.39,0,0,0,0,0,0,0,0,0,E,488,0,0,0,0,203,0
1210,16243.67,0,0,2,0,0,0,1,0,0,G,418,0,0,0,0,201,1
1211,6900,0,0,3,0,0,0,1,0,0,G,289,0,0,0,1,53,0
1212,19272.71,1,0,2,0,0,1,0,0,0,D,249,0,0,0,0,174,0
1213,27111.15,1,0,2,0,0,0,0,0,0,C,248,0,0,0,0,170,1
1214,6402.65,0,0,2,0,0,0,0,0,0,E,321,0,0,0,0,142,0
1215,241.93,1,0,2,0,0,0,1,0,0,D,397,0,0,0,1,127,0
1216,22683.49,1,0,2,0,0,0,0,0,0,D,311,0,0,0,1,140,1
1217,11793.95,0,0,2,0,0,0,0,0,0,G,298,0,0,0,0,79,0
1218,14189.02,1,0,2,0,0,0,0,1,0,C,303,0,0,0,0,138,0
1219,13912.3,0,0,2,0,0,0,0,0,0,G,344,0,0,0,0,167,0
1220,7850,0,0,0,1,0,0,0,0,1,G,513,0,0,0,0,51,0
1221,2160.26,0,0,0,0,0,0,1,0,0,G,458,0,0,0,0,197,0
1222,13280.15,1,0,2,0,0,1,0,1,0,D,455,0,0,0,1,190,0
1223,8681.74,0,0,3,0,0,0,1,0,0,G,461,0,0,0,0,118,0
1224,33818.32,1,0,3,0,0,0,0,0,1,C,466,0,0,0,0,142,0
1225,1850.52,0,0,2,0,0,0,0,0,0,F,425,0,0,0,0,168,0
1226,7669.26,1,0,2,0,0,0,0,0,0,D,410,0,0,0,0,109,0
1227,18588.36,1,0,3,0,0,0,0,0,0,C,349,0,0,0,0,181,1
1228,11505.9,0,0,2,0,0,0,0,0,0,G,579,0,0,0,0,47,1
1229,5489.51,0,0,2,0,0,0,0,0,0,F,313,0,0,0,0,145,0
1230,4844.13,1,0,2,0,0,0,0,1,0,B,371,0,0,0,0,158,0
1231,23483.29,1,0,2,0,0,0,0,0,0,D,376,0,0,0,1,122,0
1232,7600,0,0,0,0,0,0,0,0,0,G,560,0,0,0,0,56,0
1233,17711.59,1,0,3,0,0,0,0,0,0,F,230,0,1,0,1,112,0
1234,14190.73,0,0,3,0,0,0,0,0,0,G,424,0,0,0,0,144,0
1235,32121.18,1,0,2,0,0,0,0,1,0,D,325,0,0,0,0,175,0
1236,3801.36,0,1,3,0,0,0,0,0,0,G,502,0,0,0,0,183,0
1237,2701.73,0,0,3,0,0,0,0,0,1,F,616,0,0,0,1,112,1
1238,10000,1,0,2,0,0,0,0,1,0,B,260,0,0,0,0,63,0
1239,14187.46,0,0,2,0,0,0,1,0,0,G,683,0,0,0,0,142,0
1240,3681.23,0,0,2,0,0,0,1,0,0,E,416,0,0,0,0,109,0
1241,13907.53,0,0,2,0,0,0,0,0,0,G,145,0,0,0,0,170,0
1242,5571.64,0,1,3,0,0,0,0,0,0,G,334,0,0,0,0,173,0
1243,24792.77,1,0,2,1,0,0,1,0,0,D,426,0,0,0,0,140,0
1244,2785.82,0,0,2,0,0,0,1,0,0,G,309,0,0,0,1,176,1
